category,unicode,name,browser
No,U+10859,IMPERIAL ARAMAIC NUMBER TWO,𐡙
No,U+1085A,IMPERIAL ARAMAIC NUMBER THREE,𐡚
No,U+1085B,IMPERIAL ARAMAIC NUMBER TEN,𐡛
No,U+1085C,IMPERIAL ARAMAIC NUMBER TWENTY,𐡜
No,U+1085D,IMPERIAL ARAMAIC NUMBER ONE HUNDRED,𐡝
No,U+1085E,IMPERIAL ARAMAIC NUMBER ONE THOUSAND,𐡞
No,U+1085F,IMPERIAL ARAMAIC NUMBER TEN THOUSAND,𐡟
No,U+10879,PALMYRENE NUMBER ONE,𐡹
No,U+1087A,PALMYRENE NUMBER TWO,𐡺
No,U+1087B,PALMYRENE NUMBER THREE,𐡻
No,U+1087C,PALMYRENE NUMBER FOUR,𐡼
No,U+1087D,PALMYRENE NUMBER FIVE,𐡽
No,U+1087E,PALMYRENE NUMBER TEN,𐡾
No,U+1087F,PALMYRENE NUMBER TWENTY,𐡿
No,U+108A7,NABATAEAN NUMBER ONE,𐢧
No,U+108A8,NABATAEAN NUMBER TWO,𐢨
No,U+108A9,NABATAEAN NUMBER THREE,𐢩
No,U+108AA,NABATAEAN NUMBER FOUR,𐢪
No,U+108AB,NABATAEAN CRUCIFORM NUMBER FOUR,𐢫
No,U+108AC,NABATAEAN NUMBER FIVE,𐢬
No,U+108AD,NABATAEAN NUMBER TEN,𐢭
No,U+108AE,NABATAEAN NUMBER TWENTY,𐢮
No,U+108AF,NABATAEAN NUMBER ONE HUNDRED,𐢯
No,U+108FB,HATRAN NUMBER ONE,𐣻
No,U+108FC,HATRAN NUMBER FIVE,𐣼
No,U+108FD,HATRAN NUMBER TEN,𐣽
No,U+108FE,HATRAN NUMBER TWENTY,𐣾
No,U+108FF,HATRAN NUMBER ONE HUNDRED,𐣿
No,U+10916,PHOENICIAN NUMBER ONE,𐤖
No,U+10917,PHOENICIAN NUMBER TEN,𐤗
No,U+10918,PHOENICIAN NUMBER TWENTY,𐤘
No,U+10919,PHOENICIAN NUMBER ONE HUNDRED,𐤙
No,U+1091A,PHOENICIAN NUMBER TWO,𐤚
No,U+1091B,PHOENICIAN NUMBER THREE,𐤛
No,U+109BC,MEROITIC CURSIVE FRACTION ELEVEN TWELFTHS,𐦼
No,U+109BD,MEROITIC CURSIVE FRACTION ONE HALF,𐦽
No,U+109C0,MEROITIC CURSIVE NUMBER ONE,𐧀
No,U+109C1,MEROITIC CURSIVE NUMBER TWO,𐧁
No,U+109C2,MEROITIC CURSIVE NUMBER THREE,𐧂
No,U+109C3,MEROITIC CURSIVE NUMBER FOUR,𐧃
No,U+109C4,MEROITIC CURSIVE NUMBER FIVE,𐧄
No,U+109C5,MEROITIC CURSIVE NUMBER SIX,𐧅
No,U+109C6,MEROITIC CURSIVE NUMBER SEVEN,𐧆
No,U+109C7,MEROITIC CURSIVE NUMBER EIGHT,𐧇
No,U+109C8,MEROITIC CURSIVE NUMBER NINE,𐧈
No,U+109C9,MEROITIC CURSIVE NUMBER TEN,𐧉
No,U+109CA,MEROITIC CURSIVE NUMBER TWENTY,𐧊
No,U+109CB,MEROITIC CURSIVE NUMBER THIRTY,𐧋
No,U+109CC,MEROITIC CURSIVE NUMBER FORTY,𐧌
No,U+109CD,MEROITIC CURSIVE NUMBER FIFTY,𐧍
No,U+109CE,MEROITIC CURSIVE NUMBER SIXTY,𐧎
No,U+109CF,MEROITIC CURSIVE NUMBER SEVENTY,𐧏
No,U+109D2,MEROITIC CURSIVE NUMBER ONE HUNDRED,𐧒
No,U+109D3,MEROITIC CURSIVE NUMBER TWO HUNDRED,𐧓
No,U+109D4,MEROITIC CURSIVE NUMBER THREE HUNDRED,𐧔
No,U+109D5,MEROITIC CURSIVE NUMBER FOUR HUNDRED,𐧕
No,U+109D6,MEROITIC CURSIVE NUMBER FIVE HUNDRED,𐧖
No,U+109D7,MEROITIC CURSIVE NUMBER SIX HUNDRED,𐧗
No,U+109D8,MEROITIC CURSIVE NUMBER SEVEN HUNDRED,𐧘
No,U+109D9,MEROITIC CURSIVE NUMBER EIGHT HUNDRED,𐧙
No,U+109DA,MEROITIC CURSIVE NUMBER NINE HUNDRED,𐧚
No,U+109DB,MEROITIC CURSIVE NUMBER ONE THOUSAND,𐧛
No,U+109DC,MEROITIC CURSIVE NUMBER TWO THOUSAND,𐧜
No,U+109DD,MEROITIC CURSIVE NUMBER THREE THOUSAND,𐧝
No,U+109DE,MEROITIC CURSIVE NUMBER FOUR THOUSAND,𐧞
No,U+109DF,MEROITIC CURSIVE NUMBER FIVE THOUSAND,𐧟
No,U+109E0,MEROITIC CURSIVE NUMBER SIX THOUSAND,𐧠
No,U+109E1,MEROITIC CURSIVE NUMBER SEVEN THOUSAND,𐧡
No,U+109E2,MEROITIC CURSIVE NUMBER EIGHT THOUSAND,𐧢
No,U+109E3,MEROITIC CURSIVE NUMBER NINE THOUSAND,𐧣
No,U+109E4,MEROITIC CURSIVE NUMBER TEN THOUSAND,𐧤
No,U+109E5,MEROITIC CURSIVE NUMBER TWENTY THOUSAND,𐧥
No,U+109E6,MEROITIC CURSIVE NUMBER THIRTY THOUSAND,𐧦
No,U+109E7,MEROITIC CURSIVE NUMBER FORTY THOUSAND,𐧧
No,U+109E8,MEROITIC CURSIVE NUMBER FIFTY THOUSAND,𐧨
No,U+109E9,MEROITIC CURSIVE NUMBER SIXTY THOUSAND,𐧩
No,U+109EA,MEROITIC CURSIVE NUMBER SEVENTY THOUSAND,𐧪
No,U+109EB,MEROITIC CURSIVE NUMBER EIGHTY THOUSAND,𐧫
No,U+109EC,MEROITIC CURSIVE NUMBER NINETY THOUSAND,𐧬
No,U+109ED,MEROITIC CURSIVE NUMBER ONE HUNDRED THOUSAND,𐧭
No,U+109EE,MEROITIC CURSIVE NUMBER TWO HUNDRED THOUSAND,𐧮
No,U+109EF,MEROITIC CURSIVE NUMBER THREE HUNDRED THOUSAND,𐧯
No,U+109F0,MEROITIC CURSIVE NUMBER FOUR HUNDRED THOUSAND,𐧰
No,U+109F1,MEROITIC CURSIVE NUMBER FIVE HUNDRED THOUSAND,𐧱
No,U+109F2,MEROITIC CURSIVE NUMBER SIX HUNDRED THOUSAND,𐧲
No,U+109F3,MEROITIC CURSIVE NUMBER SEVEN HUNDRED THOUSAND,𐧳
No,U+109F4,MEROITIC CURSIVE NUMBER EIGHT HUNDRED THOUSAND,𐧴
No,U+109F5,MEROITIC CURSIVE NUMBER NINE HUNDRED THOUSAND,𐧵
No,U+109F6,MEROITIC CURSIVE FRACTION ONE TWELFTH,𐧶
No,U+109F7,MEROITIC CURSIVE FRACTION TWO TWELFTHS,𐧷
No,U+109F8,MEROITIC CURSIVE FRACTION THREE TWELFTHS,𐧸
No,U+109F9,MEROITIC CURSIVE FRACTION FOUR TWELFTHS,𐧹
No,U+109FA,MEROITIC CURSIVE FRACTION FIVE TWELFTHS,𐧺
No,U+109FB,MEROITIC CURSIVE FRACTION SIX TWELFTHS,𐧻
No,U+109FC,MEROITIC CURSIVE FRACTION SEVEN TWELFTHS,𐧼
No,U+109FD,MEROITIC CURSIVE FRACTION EIGHT TWELFTHS,𐧽
No,U+109FE,MEROITIC CURSIVE FRACTION NINE TWELFTHS,𐧾
No,U+109FF,MEROITIC CURSIVE FRACTION TEN TWELFTHS,𐧿
No,U+10A40,KHAROSHTHI DIGIT ONE,𐩀
No,U+10A41,KHAROSHTHI DIGIT TWO,𐩁
No,U+10A42,KHAROSHTHI DIGIT THREE,𐩂
No,U+10A43,KHAROSHTHI DIGIT FOUR,𐩃
No,U+10A44,KHAROSHTHI NUMBER TEN,𐩄
No,U+10A45,KHAROSHTHI NUMBER TWENTY,𐩅
No,U+10A46,KHAROSHTHI NUMBER ONE HUNDRED,𐩆
No,U+10A47,KHAROSHTHI NUMBER ONE THOUSAND,𐩇
No,U+10A48,KHAROSHTHI FRACTION ONE HALF,𐩈
No,U+10A7D,OLD SOUTH ARABIAN NUMBER ONE,𐩽
No,U+10A7E,OLD SOUTH ARABIAN NUMBER FIFTY,𐩾
No,U+10A9D,OLD NORTH ARABIAN NUMBER ONE,𐪝
No,U+10A9E,OLD NORTH ARABIAN NUMBER TEN,𐪞
No,U+10A9F,OLD NORTH ARABIAN NUMBER TWENTY,𐪟
No,U+10AEB,MANICHAEAN NUMBER ONE,𐫫
No,U+10AEC,MANICHAEAN NUMBER FIVE,𐫬
No,U+10AED,MANICHAEAN NUMBER TEN,𐫭
No,U+10AEE,MANICHAEAN NUMBER TWENTY,𐫮
No,U+10AEF,MANICHAEAN NUMBER ONE HUNDRED,𐫯
No,U+10B58,INSCRIPTIONAL PARTHIAN NUMBER ONE,𐭘
No,U+10B59,INSCRIPTIONAL PARTHIAN NUMBER TWO,𐭙
No,U+10B5A,INSCRIPTIONAL PARTHIAN NUMBER THREE,𐭚
No,U+10B5B,INSCRIPTIONAL PARTHIAN NUMBER FOUR,𐭛
No,U+10B5C,INSCRIPTIONAL PARTHIAN NUMBER TEN,𐭜
No,U+10B5D,INSCRIPTIONAL PARTHIAN NUMBER TWENTY,𐭝
No,U+10B5E,INSCRIPTIONAL PARTHIAN NUMBER ONE HUNDRED,𐭞
No,U+10B5F,INSCRIPTIONAL PARTHIAN NUMBER ONE THOUSAND,𐭟
No,U+10B78,INSCRIPTIONAL PAHLAVI NUMBER ONE,𐭸
No,U+10B79,INSCRIPTIONAL PAHLAVI NUMBER TWO,𐭹
No,U+10B7A,INSCRIPTIONAL PAHLAVI NUMBER THREE,𐭺
No,U+10B7B,INSCRIPTIONAL PAHLAVI NUMBER FOUR,𐭻
No,U+10B7C,INSCRIPTIONAL PAHLAVI NUMBER TEN,𐭼
No,U+10B7D,INSCRIPTIONAL PAHLAVI NUMBER TWENTY,𐭽
No,U+10B7E,INSCRIPTIONAL PAHLAVI NUMBER ONE HUNDRED,𐭾
No,U+10B7F,INSCRIPTIONAL PAHLAVI NUMBER ONE THOUSAND,𐭿
No,U+10BA9,PSALTER PAHLAVI NUMBER ONE,𐮩
No,U+10BAA,PSALTER PAHLAVI NUMBER TWO,𐮪
No,U+10BAB,PSALTER PAHLAVI NUMBER THREE,𐮫
No,U+10BAC,PSALTER PAHLAVI NUMBER FOUR,𐮬
No,U+10BAD,PSALTER PAHLAVI NUMBER TEN,𐮭
No,U+10BAE,PSALTER PAHLAVI NUMBER TWENTY,𐮮
No,U+10BAF,PSALTER PAHLAVI NUMBER ONE HUNDRED,𐮯
No,U+10CFA,OLD HUNGARIAN NUMBER ONE,𐳺
No,U+10CFB,OLD HUNGARIAN NUMBER FIVE,𐳻
No,U+10CFC,OLD HUNGARIAN NUMBER TEN,𐳼
No,U+10CFD,OLD HUNGARIAN NUMBER FIFTY,𐳽
No,U+10CFE,OLD HUNGARIAN NUMBER ONE HUNDRED,𐳾
No,U+10CFF,OLD HUNGARIAN NUMBER ONE THOUSAND,𐳿
No,U+10E60,RUMI DIGIT ONE,𐹠
No,U+10E61,RUMI DIGIT TWO,𐹡
No,U+10E62,RUMI DIGIT THREE,𐹢
No,U+10E63,RUMI DIGIT FOUR,𐹣
No,U+10E64,RUMI DIGIT FIVE,𐹤
No,U+10E65,RUMI DIGIT SIX,𐹥
No,U+10E66,RUMI DIGIT SEVEN,𐹦
No,U+10E67,RUMI DIGIT EIGHT,𐹧
No,U+10E68,RUMI DIGIT NINE,𐹨
No,U+10E69,RUMI NUMBER TEN,𐹩
No,U+10E6A,RUMI NUMBER TWENTY,𐹪
No,U+10E6B,RUMI NUMBER THIRTY,𐹫
No,U+10E6C,RUMI NUMBER FORTY,𐹬
No,U+10E6D,RUMI NUMBER FIFTY,𐹭
No,U+10E6E,RUMI NUMBER SIXTY,𐹮
No,U+10E6F,RUMI NUMBER SEVENTY,𐹯
No,U+10E70,RUMI NUMBER EIGHTY,𐹰
No,U+10E71,RUMI NUMBER NINETY,𐹱
No,U+10E72,RUMI NUMBER ONE HUNDRED,𐹲
No,U+10E73,RUMI NUMBER TWO HUNDRED,𐹳
No,U+10E74,RUMI NUMBER THREE HUNDRED,𐹴
No,U+10E75,RUMI NUMBER FOUR HUNDRED,𐹵
No,U+10E76,RUMI NUMBER FIVE HUNDRED,𐹶
No,U+10E77,RUMI NUMBER SIX HUNDRED,𐹷
No,U+10E78,RUMI NUMBER SEVEN HUNDRED,𐹸
No,U+10E79,RUMI NUMBER EIGHT HUNDRED,𐹹
No,U+10E7A,RUMI NUMBER NINE HUNDRED,𐹺
No,U+10E7B,RUMI FRACTION ONE HALF,𐹻
No,U+10E7C,RUMI FRACTION ONE QUARTER,𐹼
No,U+10E7D,RUMI FRACTION ONE THIRD,𐹽
No,U+10E7E,RUMI FRACTION TWO THIRDS,𐹾
No,U+10F1D,OLD SOGDIAN NUMBER ONE,𐼝
No,U+10F1E,OLD SOGDIAN NUMBER TWO,𐼞
No,U+10F1F,OLD SOGDIAN NUMBER THREE,𐼟
No,U+10F20,OLD SOGDIAN NUMBER FOUR,𐼠
No,U+10F21,OLD SOGDIAN NUMBER FIVE,𐼡
No,U+10F22,OLD SOGDIAN NUMBER TEN,𐼢
No,U+10F23,OLD SOGDIAN NUMBER TWENTY,𐼣
No,U+10F24,OLD SOGDIAN NUMBER THIRTY,𐼤
No,U+10F25,OLD SOGDIAN NUMBER ONE HUNDRED,𐼥
No,U+10F26,OLD SOGDIAN FRACTION ONE HALF,𐼦
No,U+10F51,SOGDIAN NUMBER ONE,𐽑
No,U+10F52,SOGDIAN NUMBER TEN,𐽒
No,U+10F53,SOGDIAN NUMBER TWENTY,𐽓
No,U+10F54,SOGDIAN NUMBER ONE HUNDRED,𐽔
No,U+11052,BRAHMI NUMBER ONE,𑁒
No,U+11053,BRAHMI NUMBER TWO,𑁓
No,U+11054,BRAHMI NUMBER THREE,𑁔
No,U+11055,BRAHMI NUMBER FOUR,𑁕
No,U+11056,BRAHMI NUMBER FIVE,𑁖
No,U+11057,BRAHMI NUMBER SIX,𑁗
No,U+11058,BRAHMI NUMBER SEVEN,𑁘
No,U+11059,BRAHMI NUMBER EIGHT,𑁙
No,U+1105A,BRAHMI NUMBER NINE,𑁚
No,U+1105B,BRAHMI NUMBER TEN,𑁛
No,U+1105C,BRAHMI NUMBER TWENTY,𑁜
No,U+1105D,BRAHMI NUMBER THIRTY,𑁝
No,U+1105E,BRAHMI NUMBER FORTY,𑁞
No,U+1105F,BRAHMI NUMBER FIFTY,𑁟
No,U+11060,BRAHMI NUMBER SIXTY,𑁠
No,U+11061,BRAHMI NUMBER SEVENTY,𑁡
No,U+11062,BRAHMI NUMBER EIGHTY,𑁢
No,U+11063,BRAHMI NUMBER NINETY,𑁣
No,U+11064,BRAHMI NUMBER ONE HUNDRED,𑁤
No,U+11065,BRAHMI NUMBER ONE THOUSAND,𑁥
No,U+111E1,SINHALA ARCHAIC DIGIT ONE,𑇡
No,U+111E2,SINHALA ARCHAIC DIGIT TWO,𑇢
No,U+111E3,SINHALA ARCHAIC DIGIT THREE,𑇣
No,U+111E4,SINHALA ARCHAIC DIGIT FOUR,𑇤
No,U+111E5,SINHALA ARCHAIC DIGIT FIVE,𑇥
No,U+111E6,SINHALA ARCHAIC DIGIT SIX,𑇦
No,U+111E7,SINHALA ARCHAIC DIGIT SEVEN,𑇧
No,U+111E8,SINHALA ARCHAIC DIGIT EIGHT,𑇨
No,U+111E9,SINHALA ARCHAIC DIGIT NINE,𑇩
No,U+111EA,SINHALA ARCHAIC NUMBER TEN,𑇪
No,U+111EB,SINHALA ARCHAIC NUMBER TWENTY,𑇫
No,U+111EC,SINHALA ARCHAIC NUMBER THIRTY,𑇬
No,U+111ED,SINHALA ARCHAIC NUMBER FORTY,𑇭
No,U+111EE,SINHALA ARCHAIC NUMBER FIFTY,𑇮
No,U+111EF,SINHALA ARCHAIC NUMBER SIXTY,𑇯
No,U+111F0,SINHALA ARCHAIC NUMBER SEVENTY,𑇰
No,U+111F1,SINHALA ARCHAIC NUMBER EIGHTY,𑇱
No,U+111F2,SINHALA ARCHAIC NUMBER NINETY,𑇲
No,U+111F3,SINHALA ARCHAIC NUMBER ONE HUNDRED,𑇳
No,U+111F4,SINHALA ARCHAIC NUMBER ONE THOUSAND,𑇴
No,U+1173A,AHOM NUMBER TEN,𑜺
No,U+1173B,AHOM NUMBER TWENTY,𑜻
No,U+118EA,WARANG CITI NUMBER TEN,𑣪
No,U+118EB,WARANG CITI NUMBER TWENTY,𑣫
No,U+118EC,WARANG CITI NUMBER THIRTY,𑣬
No,U+118ED,WARANG CITI NUMBER FORTY,𑣭
No,U+118EE,WARANG CITI NUMBER FIFTY,𑣮
No,U+118EF,WARANG CITI NUMBER SIXTY,𑣯
No,U+118F0,WARANG CITI NUMBER SEVENTY,𑣰
No,U+118F1,WARANG CITI NUMBER EIGHTY,𑣱
No,U+118F2,WARANG CITI NUMBER NINETY,𑣲
No,U+11C5A,BHAIKSUKI NUMBER ONE,𑱚
No,U+11C5B,BHAIKSUKI NUMBER TWO,𑱛
No,U+11C5C,BHAIKSUKI NUMBER THREE,𑱜
No,U+11C5D,BHAIKSUKI NUMBER FOUR,𑱝
No,U+11C5E,BHAIKSUKI NUMBER FIVE,𑱞
No,U+11C5F,BHAIKSUKI NUMBER SIX,𑱟
No,U+11C60,BHAIKSUKI NUMBER SEVEN,𑱠
No,U+11C61,BHAIKSUKI NUMBER EIGHT,𑱡
No,U+11C62,BHAIKSUKI NUMBER NINE,𑱢
No,U+11C63,BHAIKSUKI NUMBER TEN,𑱣
No,U+11C64,BHAIKSUKI NUMBER TWENTY,𑱤
No,U+11C65,BHAIKSUKI NUMBER THIRTY,𑱥
No,U+11C66,BHAIKSUKI NUMBER FORTY,𑱦
No,U+11C67,BHAIKSUKI NUMBER FIFTY,𑱧
No,U+11C68,BHAIKSUKI NUMBER SIXTY,𑱨
No,U+11C69,BHAIKSUKI NUMBER SEVENTY,𑱩
No,U+11C6A,BHAIKSUKI NUMBER EIGHTY,𑱪
No,U+11C6B,BHAIKSUKI NUMBER NINETY,𑱫
No,U+11C6C,BHAIKSUKI HUNDREDS UNIT MARK,𑱬
No,U+11FC0,TAMIL FRACTION ONE THREE-HUNDRED-AND-TWENTIETH,𑿀
No,U+11FC1,TAMIL FRACTION ONE ONE-HUNDRED-AND-SIXTIETH,𑿁
No,U+11FC2,TAMIL FRACTION ONE EIGHTIETH,𑿂
No,U+11FC3,TAMIL FRACTION ONE SIXTY-FOURTH,𑿃
No,U+11FC4,TAMIL FRACTION ONE FORTIETH,𑿄
No,U+11FC5,TAMIL FRACTION ONE THIRTY-SECOND,𑿅
No,U+11FC6,TAMIL FRACTION THREE EIGHTIETHS,𑿆
No,U+11FC7,TAMIL FRACTION THREE SIXTY-FOURTHS,𑿇
No,U+11FC8,TAMIL FRACTION ONE TWENTIETH,𑿈
No,U+11FC9,TAMIL FRACTION ONE SIXTEENTH-1,𑿉
No,U+11FCA,TAMIL FRACTION ONE SIXTEENTH-2,𑿊
No,U+11FCB,TAMIL FRACTION ONE TENTH,𑿋
No,U+11FCC,TAMIL FRACTION ONE EIGHTH,𑿌
No,U+11FCD,TAMIL FRACTION THREE TWENTIETHS,𑿍
No,U+11FCE,TAMIL FRACTION THREE SIXTEENTHS,𑿎
No,U+11FCF,TAMIL FRACTION ONE FIFTH,𑿏
No,U+11FD0,TAMIL FRACTION ONE QUARTER,𑿐
No,U+11FD1,TAMIL FRACTION ONE HALF-1,𑿑
No,U+11FD2,TAMIL FRACTION ONE HALF-2,𑿒
No,U+11FD3,TAMIL FRACTION THREE QUARTERS,𑿓
No,U+11FD4,TAMIL FRACTION DOWNSCALING FACTOR KIIZH,𑿔
No,U+16B5B,PAHAWH HMONG NUMBER TENS,𖭛
No,U+16B5C,PAHAWH HMONG NUMBER HUNDREDS,𖭜
No,U+16B5D,PAHAWH HMONG NUMBER TEN THOUSANDS,𖭝
No,U+16B5E,PAHAWH HMONG NUMBER MILLIONS,𖭞
No,U+16B5F,PAHAWH HMONG NUMBER HUNDRED MILLIONS,𖭟
No,U+16B60,PAHAWH HMONG NUMBER TEN BILLIONS,𖭠
No,U+16B61,PAHAWH HMONG NUMBER TRILLIONS,𖭡
No,U+16E80,MEDEFAIDRIN DIGIT ZERO,𖺀
No,U+16E81,MEDEFAIDRIN DIGIT ONE,𖺁
No,U+16E82,MEDEFAIDRIN DIGIT TWO,𖺂
No,U+16E83,MEDEFAIDRIN DIGIT THREE,𖺃
No,U+16E84,MEDEFAIDRIN DIGIT FOUR,𖺄
No,U+16E85,MEDEFAIDRIN DIGIT FIVE,𖺅
No,U+16E86,MEDEFAIDRIN DIGIT SIX,𖺆
No,U+16E87,MEDEFAIDRIN DIGIT SEVEN,𖺇
No,U+16E88,MEDEFAIDRIN DIGIT EIGHT,𖺈
No,U+16E89,MEDEFAIDRIN DIGIT NINE,𖺉
No,U+16E8A,MEDEFAIDRIN NUMBER TEN,𖺊
No,U+16E8B,MEDEFAIDRIN NUMBER ELEVEN,𖺋
No,U+16E8C,MEDEFAIDRIN NUMBER TWELVE,𖺌
No,U+16E8D,MEDEFAIDRIN NUMBER THIRTEEN,𖺍
No,U+16E8E,MEDEFAIDRIN NUMBER FOURTEEN,𖺎
No,U+16E8F,MEDEFAIDRIN NUMBER FIFTEEN,𖺏
No,U+16E90,MEDEFAIDRIN NUMBER SIXTEEN,𖺐
No,U+16E91,MEDEFAIDRIN NUMBER SEVENTEEN,𖺑
No,U+16E92,MEDEFAIDRIN NUMBER EIGHTEEN,𖺒
No,U+16E93,MEDEFAIDRIN NUMBER NINETEEN,𖺓
No,U+16E94,MEDEFAIDRIN DIGIT ONE ALTERNATE FORM,𖺔
No,U+16E95,MEDEFAIDRIN DIGIT TWO ALTERNATE FORM,𖺕
No,U+16E96,MEDEFAIDRIN DIGIT THREE ALTERNATE FORM,𖺖
No,U+1D2E0,MAYAN NUMERAL ZERO,𝋠
No,U+1D2E1,MAYAN NUMERAL ONE,𝋡
No,U+1D2E2,MAYAN NUMERAL TWO,𝋢
No,U+1D2E3,MAYAN NUMERAL THREE,𝋣
No,U+1D2E4,MAYAN NUMERAL FOUR,𝋤
No,U+1D2E5,MAYAN NUMERAL FIVE,𝋥
No,U+1D2E6,MAYAN NUMERAL SIX,𝋦
No,U+1D2E7,MAYAN NUMERAL SEVEN,𝋧
No,U+1D2E8,MAYAN NUMERAL EIGHT,𝋨
No,U+1D2E9,MAYAN NUMERAL NINE,𝋩
No,U+1D2EA,MAYAN NUMERAL TEN,𝋪
No,U+1D2EB,MAYAN NUMERAL ELEVEN,𝋫
No,U+1D2EC,MAYAN NUMERAL TWELVE,𝋬
No,U+1D2ED,MAYAN NUMERAL THIRTEEN,𝋭
No,U+1D2EE,MAYAN NUMERAL FOURTEEN,𝋮
No,U+1D2EF,MAYAN NUMERAL FIFTEEN,𝋯
No,U+1D2F0,MAYAN NUMERAL SIXTEEN,𝋰
No,U+1D2F1,MAYAN NUMERAL SEVENTEEN,𝋱
No,U+1D2F2,MAYAN NUMERAL EIGHTEEN,𝋲
No,U+1D2F3,MAYAN NUMERAL NINETEEN,𝋳
No,U+1D360,COUNTING ROD UNIT DIGIT ONE,𝍠
No,U+1D361,COUNTING ROD UNIT DIGIT TWO,𝍡
No,U+1D362,COUNTING ROD UNIT DIGIT THREE,𝍢
No,U+1D363,COUNTING ROD UNIT DIGIT FOUR,𝍣
No,U+1D364,COUNTING ROD UNIT DIGIT FIVE,𝍤
No,U+1D365,COUNTING ROD UNIT DIGIT SIX,𝍥
No,U+1D366,COUNTING ROD UNIT DIGIT SEVEN,𝍦
No,U+1D367,COUNTING ROD UNIT DIGIT EIGHT,𝍧
No,U+1D368,COUNTING ROD UNIT DIGIT NINE,𝍨
No,U+1D369,COUNTING ROD TENS DIGIT ONE,𝍩
No,U+1D36A,COUNTING ROD TENS DIGIT TWO,𝍪
No,U+1D36B,COUNTING ROD TENS DIGIT THREE,𝍫
No,U+1D36C,COUNTING ROD TENS DIGIT FOUR,𝍬
No,U+1D36D,COUNTING ROD TENS DIGIT FIVE,𝍭
No,U+1D36E,COUNTING ROD TENS DIGIT SIX,𝍮
No,U+1D36F,COUNTING ROD TENS DIGIT SEVEN,𝍯
No,U+1D370,COUNTING ROD TENS DIGIT EIGHT,𝍰
No,U+1D371,COUNTING ROD TENS DIGIT NINE,𝍱
No,U+1D372,IDEOGRAPHIC TALLY MARK ONE,𝍲
No,U+1D373,IDEOGRAPHIC TALLY MARK TWO,𝍳
No,U+1D374,IDEOGRAPHIC TALLY MARK THREE,𝍴
No,U+1D375,IDEOGRAPHIC TALLY MARK FOUR,𝍵
No,U+1D376,IDEOGRAPHIC TALLY MARK FIVE,𝍶
No,U+1D377,TALLY MARK ONE,𝍷
No,U+1D378,TALLY MARK FIVE,𝍸
No,U+1E8C7,MENDE KIKAKUI DIGIT ONE,𞣇
No,U+1E8C8,MENDE KIKAKUI DIGIT TWO,𞣈
No,U+1E8C9,MENDE KIKAKUI DIGIT THREE,𞣉
No,U+1E8CA,MENDE KIKAKUI DIGIT FOUR,𞣊
No,U+1E8CB,MENDE KIKAKUI DIGIT FIVE,𞣋
No,U+1E8CC,MENDE KIKAKUI DIGIT SIX,𞣌
No,U+1E8CD,MENDE KIKAKUI DIGIT SEVEN,𞣍
No,U+1E8CE,MENDE KIKAKUI DIGIT EIGHT,𞣎
No,U+1E8CF,MENDE KIKAKUI DIGIT NINE,𞣏
No,U+1EC71,INDIC SIYAQ NUMBER ONE,𞱱
No,U+1EC72,INDIC SIYAQ NUMBER TWO,𞱲
No,U+1EC73,INDIC SIYAQ NUMBER THREE,𞱳
No,U+1EC74,INDIC SIYAQ NUMBER FOUR,𞱴
No,U+1EC75,INDIC SIYAQ NUMBER FIVE,𞱵
No,U+1EC76,INDIC SIYAQ NUMBER SIX,𞱶
No,U+1EC77,INDIC SIYAQ NUMBER SEVEN,𞱷
No,U+1EC78,INDIC SIYAQ NUMBER EIGHT,𞱸
No,U+1EC79,INDIC SIYAQ NUMBER NINE,𞱹
No,U+1EC7A,INDIC SIYAQ NUMBER TEN,𞱺
No,U+1EC7B,INDIC SIYAQ NUMBER TWENTY,𞱻
No,U+1EC7C,INDIC SIYAQ NUMBER THIRTY,𞱼
No,U+1EC7D,INDIC SIYAQ NUMBER FORTY,𞱽
No,U+1EC7E,INDIC SIYAQ NUMBER FIFTY,𞱾
No,U+1EC7F,INDIC SIYAQ NUMBER SIXTY,𞱿
No,U+1EC80,INDIC SIYAQ NUMBER SEVENTY,𞲀
No,U+1EC81,INDIC SIYAQ NUMBER EIGHTY,𞲁
No,U+1EC82,INDIC SIYAQ NUMBER NINETY,𞲂
No,U+1EC83,INDIC SIYAQ NUMBER ONE HUNDRED,𞲃
No,U+1EC84,INDIC SIYAQ NUMBER TWO HUNDRED,𞲄
No,U+1EC85,INDIC SIYAQ NUMBER THREE HUNDRED,𞲅
No,U+1EC86,INDIC SIYAQ NUMBER FOUR HUNDRED,𞲆
No,U+1EC87,INDIC SIYAQ NUMBER FIVE HUNDRED,𞲇
No,U+1EC88,INDIC SIYAQ NUMBER SIX HUNDRED,𞲈
No,U+1EC89,INDIC SIYAQ NUMBER SEVEN HUNDRED,𞲉
No,U+1EC8A,INDIC SIYAQ NUMBER EIGHT HUNDRED,𞲊
No,U+1EC8B,INDIC SIYAQ NUMBER NINE HUNDRED,𞲋
No,U+1EC8C,INDIC SIYAQ NUMBER ONE THOUSAND,𞲌
No,U+1EC8D,INDIC SIYAQ NUMBER TWO THOUSAND,𞲍
No,U+1EC8E,INDIC SIYAQ NUMBER THREE THOUSAND,𞲎
No,U+1EC8F,INDIC SIYAQ NUMBER FOUR THOUSAND,𞲏
No,U+1EC90,INDIC SIYAQ NUMBER FIVE THOUSAND,𞲐
